pod_name,node_name,node_group,namespace,owner_kind,owner_name,req_cpu_milli_core,req_mem_byte,limit_cpu_mili_core,limit_mem_bytes
9a8dc2722ab069c58f83f0b721377145,ip-172-29-35-66.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
c709884f1d082092f573168129c85980,ip-172-29-34-152.ec2.internal,1,staging,ReplicaSet,1ed846a47a02bd2703874c92f9acfe1f,700,4194304000,0,0
8cab06c90e43a7c933b0ce862deb8a42,ip-172-29-32-177.ec2.internal,3,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
80c89bdd16a09530f8d1defa7cfd3388,ip-172-29-32-79.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
253173b673fa12f7932152f2833f8708,ip-172-29-33-159.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
d677acfab9d4d7613f19d10a2b51ef2b,ip-172-29-34-142.ec2.internal,1,staging,ReplicaSet,bc38cb567949f9e993d175862b5a8b51,700,4194304000,0,0
21685fda6045e24cac69743db2886033,ip-172-29-32-70.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
af6d63003c0df04350cfa1f1dcd14441,ip-172-29-35-93.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
5936be5264189c657c0454d6a2d3e813,ip-172-29-35-66.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
ca2523bcaf173e8eb22be3705cf228a4,ip-172-29-32-177.ec2.internal,3,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
c1fc508976f23f9d6d3f8bb005bb8dc5,ip-172-29-34-201.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
95d8a670fa06a133bd6fd61c37379d96,ip-172-29-34-166.ec2.internal,0,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
94ee9813392a1021403ac4beb935b50e,ip-172-29-33-160.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
9fe7e5d98510d57bc0b44ca2c03012a8,ip-172-29-35-125.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
3b91cbfefedb8f1e944fec27230dd800,ip-172-29-32-152.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
19cfb73cfb87866e9a2fb62af340c0fc,ip-172-29-40-88.ec2.internal,0,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
2763bc5435c9364aaca94f534e091f50,ip-172-29-32-70.ec2.internal,1,staging,ReplicaSet,55bfe95d7c6aaddd8b2f1090f4890511,50,1572864000,0,0
7fc3895b98bdecbc5947547850ae5502,ip-172-29-32-177.ec2.internal,3,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
04dfd67dc9e83339d6eb746f8517c37d,ip-172-29-35-125.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
4146b4404d8f2078338574d647fb343b,ip-172-29-33-100.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
6268bf6e5b6a39c1c4da6d159790a1ff,ip-172-29-32-58.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
246f83ec00552b890c936473eea69480,ip-172-29-32-144.ec2.internal,1,staging,ReplicaSet,36aad248b0b1edd3d6a1a09368a1024e,50,1572864000,0,0
520c2ab42029f43ec073ed795bc4ef0b,ip-172-29-34-152.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
60baa4e74d8e12f9da17a618fccc22ea,ip-172-29-34-223.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
57401d3849a8108a40a06444d59d6cf1,ip-172-29-34-17.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
e6bd3ed16880c0623862778f726bde3b,ip-172-29-33-153.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
41d22a7f2f19025f094731b6db8bcf25,ip-172-29-41-160.ec2.internal,2,kube-system,Node,597aa03aff14d34d4c311c1664f31eff,100,0,0,0
6f4db8a71c8a93f1f35e00c95c878b73,ip-172-29-34-47.ec2.internal,2,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
aa520406e267560556eeeafba9de7f9d,ip-172-29-35-146.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
9d2b938a84de71b8770c3d5a2fdd3451,ip-172-29-34-112.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
30e8a5ba27e23ecf32c66cc4b01def49,ip-172-29-34-201.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
fceae5d0ff7066920d09566609fcab20,ip-172-29-35-170.ec2.internal,3,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
5c129b03dd6944cfce4421ab065440c6,ip-172-29-34-17.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
66e39b4e8a35607ad9f45802fc871fe3,ip-172-29-33-100.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,fcf858148789cdc578b4594776ddd85b,50,536870912,0,0
6136c65b6a536d71ad6b226d683fad17,ip-172-29-34-225.ec2.internal,1,kube-system,ReplicaSet,274eb37584c99bc6da6cfc8a7d93cc08,100,73400320,0,178257920
6d4a497721bfc9c7d537747460dbf0a3,ip-172-29-32-232.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
d4d99408eea664fd9c95b237664dcbd8,ip-172-29-34-9.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,dcbda6e4a2e2ed845a7f42dae25d7609,50,536870912,0,0
0a6cf2ccb29b39a04e04cba4a95c3ae8,ip-172-29-35-83.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
a2eaf4caa92b065bbd1ce88ffa4303f6,ip-172-29-32-189.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
af8f58d3fc64441c13209335ddb43bf6,ip-172-29-32-70.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
be7b57b42d7396b17c1e1415a02f02de,ip-172-29-34-47.ec2.internal,2,kube-system,Node,22892f7addb4fa5d8da1e1f677e277ab,100,0,0,0
5f6ba1c61182b16e859f914ef61a3e00,ip-172-29-32-189.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
a9cce3feb05c75332f57351c4f1484f9,ip-172-29-34-18.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
24cd6f3f6752259e2d956cb37f7fdd58,ip-172-29-33-221.ec2.internal,1,default,ReplicaSet,27fdce558f371613e15b8cccf7b42620,100,209715200,2000,209715200
1edef08dedb3865e50773c5bbed20f63,ip-172-29-33-221.ec2.internal,1,komodor,ReplicaSet,ee1b2cf604f210a490bd47931e13d49e,100,134217728,500,1073741824
dc99405b240cfbf48efd388fa8d37a93,ip-172-29-33-159.ec2.internal,1,staging,ReplicaSet,bc38cb567949f9e993d175862b5a8b51,700,4194304000,0,0
9958a6376d2ee58948c85e9e0e046851,ip-172-29-35-66.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
c336f3126d5e28a49cdf0f75e941d076,ip-172-29-32-119.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
75f69ce980866022de887fe0e2480234,ip-172-29-35-146.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
47112e504f758e16812fcbbdcce9550b,ip-172-29-40-88.ec2.internal,0,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
c3e7a3e854edf3a34db88554e48fa78b,ip-172-29-33-68.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
bd903ae04a593598cc0e57d929551703,ip-172-29-32-147.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
7bcaa859a528c587851d5754b6ca1bbc,ip-172-29-41-160.ec2.internal,2,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
2f5625e678231743a543daf840a93130,ip-172-29-35-146.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
e56721775ae89f4621c8713a1803cb3a,ip-172-29-35-83.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
a2b4a6c2350e5f1ecefa46801d35736b,ip-172-29-34-162.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
6e6b8cbdf0b02e58d56685340d3566cf,ip-172-29-39-173.ec2.internal,2,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
6c40d2a6166cf1414e5a948585aeeece,ip-172-29-32-214.ec2.internal,4,monitoring,ReplicaSet,b5b465aae1959b9f88b852376b84560d,0,0,0,0
f7eb07045ed3cb9a01b93f048364e304,ip-172-29-32-70.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
b3bed76aa65e1baee19006bb145971cb,ip-172-29-33-218.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
3d1266f1a3a828fde2d1cdc5deb36c24,ip-172-29-32-163.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
b3ba45ae3f906704a132a8c81a216e71,ip-172-29-35-146.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
93caa92ca740560362a8ad2da3c900f3,ip-172-29-35-93.ec2.internal,1,staging,ReplicaSet,a26a0b2e6be2a80b7e3d02be1858b54d,50,3145728000,0,0
a746b85bd5626feea972d60f853cdb42,ip-172-29-34-118.ec2.internal,1,staging,ReplicaSet,64ed157b67d6e1bc98a00933635a2f32,50,1073741824,0,0
868db721392dd7cc658aec92371662ea,ip-172-29-34-112.ec2.internal,1,monitoring,ReplicaSet,e53957ad68aadf8b2681907dfc2d69a3,0,0,0,0
eddff168db8d9489cae84c684c7fb2aa,ip-172-29-35-125.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
48a23ba665707f98b4fe096d385a816d,ip-172-29-33-218.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
4f059fd5e703b0f5ef55d6c6711c74a9,ip-172-29-32-32.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
627fb287776e328ac2da6a191e50cbb7,ip-172-29-32-70.ec2.internal,1,staging,ReplicaSet,17355b3387afe8e85458c7c0bb735844,50,2147483648,0,0
5952a1fec182e4509f6d8eb57e276f23,ip-172-29-34-47.ec2.internal,2,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
91380c7d0456ea21a18add57b2479791,ip-172-29-35-52.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
662a7ca646eff43ba7181c50f09b39b0,ip-172-29-33-50.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
d69d77da59f82d1296587dba231e850d,ip-172-29-35-30.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
cda16e8ff61cbe00c26979e360e9bb36,ip-172-29-34-65.ec2.internal,1,staging,ReplicaSet,7001c2a1a77c8079cd660c7e7e9f7c7a,700,4194304000,0,0
20bb7a6105acd8d4b2e3061fa1dcddb6,ip-172-29-32-189.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
ba604ba6d05634b87bb908f7c3bbd9a4,ip-172-29-34-67.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
ec3e6fff2356449078d3440e26d47b14,ip-172-29-35-252.ec2.internal,1,staging,ReplicaSet,0aa572125be4dce13194afb418e8a1f8,100,536870912,0,0
132189a98897249db060c8db37083a30,ip-172-29-32-189.ec2.internal,1,staging,ReplicaSet,55bfe95d7c6aaddd8b2f1090f4890511,50,1572864000,0,0
b86c48cb95944990155b59334a5ac77f,ip-172-29-32-214.ec2.internal,4,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
986766dffea963ec6bfe574a0c0e6911,ip-172-29-34-9.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
018657137201aa4fdad901f5dee1248b,ip-172-29-32-104.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
95543b0b902279f6a8200bd99308adb4,ip-172-29-35-30.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
5e7c5b6634f5b5731f306a48b6056b6b,ip-172-29-35-52.ec2.internal,1,gaia-full-test-set9-k8s-42,ReplicaSet,b60879b744feee9e2944f6a33edae9b2,50,1073741824,0,0
5e8bc804a788c0764d2dbdf35d6d1aa5,ip-172-29-34-115.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,861b4ceaf686087d0b613a98301f52d0,25,134217728,0,0
72650f22034d11c84c66f3bc81e146fb,ip-172-29-34-77.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
1b6a18cb41ae0da4564f2187967f89bb,ip-172-29-35-149.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
75554042b2c5a90860899ba001471e3a,ip-172-29-34-67.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
5dfd41cdf6edfe50ba1864a3d247f2ef,ip-172-29-33-68.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
21eb44c6a138e772f1cf2c2f6b8b12ef,ip-172-29-35-237.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
273a0eabd04bbebad125d6b337e40100,ip-172-29-33-160.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
753f3b928d631bb55dfabbe6564adf70,ip-172-29-33-153.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
287ce1545c3746de3c5a9ee5bca477ca,ip-172-29-34-9.ec2.internal,1,staging,ReplicaSet,a156c51e7d02fc6d7fc563ec304daca2,700,4194304000,0,0
c7135cdd5c0e9b7fe2bd73e08bd77822,ip-172-29-35-206.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
af6090ae27e3e6ff5d90b6d8fceed341,ip-172-29-33-221.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
0520bbe7b0417bcc4ef741d3812751e8,ip-172-29-32-58.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,4d8ef3a7787b99ce003922a277196c16,50,536870912,0,0
7bb793ad494d011dd48554779404d0a6,ip-172-29-34-115.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
f2983e44dec278f67c5aa9e71dabbe02,ip-172-29-34-225.ec2.internal,1,gaia-full-test-set9-k8s-42,ReplicaSet,9e9099a8ecf38b819eb6c2ff1feb45a0,25,536870912,0,0
93f2db9997aeaef5f1d348b6c19e77fc,ip-172-29-35-52.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
0966fcd7f69e1777617db4e574aa952e,ip-172-29-34-225.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
714e317230a6394356a5c8294551d164,ip-172-29-35-149.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
957e287fa50d3ba1a993cf6d118050be,ip-172-29-34-17.ec2.internal,1,staging,ReplicaSet,6f9d3fc9b9fb06d297a40edc9fb765e5,50,1572864000,0,0
33acc17b24d00c0336e8d1c52bd56191,ip-172-29-34-118.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
fc6feb8b43f9256fcf3885197fe863d3,ip-172-29-34-36.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
9c1a4cbc7f553686c1472b97f5e0de6e,ip-172-29-32-32.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
05f010166f366c23ebd9efe1c3c4d432,ip-172-29-34-118.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
255eaf2b5a86c1b35c5e0e28388b97ba,ip-172-29-34-166.ec2.internal,0,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
0c2e1da5795d422a61633ba0d6703e92,ip-172-29-33-100.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,06982b59c2ca7cf4b2b215b6f6f2f09f,0,0,0,0
a54f2c8a0edfbad01e01b0d1fda1b130,ip-172-29-32-163.ec2.internal,1,staging,ReplicaSet,131f44a4f7d25716be2709ce81450368,50,1048576000,0,0
a4b4d6245b2dc83f272e188e7dc72d50,ip-172-29-35-52.ec2.internal,1,staging,ReplicaSet,bc38cb567949f9e993d175862b5a8b51,700,4194304000,0,0
9140614be12bb00c7e46d8800bb86171,ip-172-29-34-119.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
7d9126f35c96589f3298839e84993a47,ip-172-29-33-221.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
a7f090b3b22bd075c014b30356187b07,ip-172-29-33-159.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
147e39bc530ff9615b981a8090a1950b,ip-172-29-33-110.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
eb71c4a7bbd64c3aa9be64af51cb2a16,ip-172-29-34-115.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
4db21eb4e7a02eb098a30cb85fa98203,ip-172-29-34-155.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
c17b1de561c128f96b3a7a781e6fb25b,ip-172-29-34-162.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
908d9bfabae32a0a0707c3c99b129f80,ip-172-29-33-10.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
d3b6143c2a5909fa6d1577e152121450,ip-172-29-33-153.ec2.internal,1,staging,ReplicaSet,231aa4578d0c6179db5b44af61c81565,2000,4194304000,0,0
27974c13b7203b713b4105aea5b11f05,ip-172-29-33-218.ec2.internal,1,staging,ReplicaSet,f343e94d77459e3c3789e3700ec5de40,100,536870912,0,0
900f66a1fa2017b653ccfa2113bd72e8,ip-172-29-33-10.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
5dfd51572e9570fddadcc68242af748a,ip-172-29-33-34.ec2.internal,3,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
ec459b432d36c6fa6119462626071d0c,ip-172-29-34-65.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
f84ee2b87792a6e6f6d21e16310d97fc,ip-172-29-32-56.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,1b5360de2cc8b2e88666a64a7a89eb34,50,536870912,0,0
38c1359ce420582ef159f2e3312d2434,ip-172-29-34-9.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
8277c4ddf193d35fab08ff20e31636cb,ip-172-29-32-214.ec2.internal,4,monitoring,ReplicaSet,0e08083123b1796432c2690d2b499cd6,0,0,0,0
c48cce990a4f66916df18a6ef2f28aab,ip-172-29-34-9.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
eb3776f4e3ca504d7394d7ed1eaf55ea,ip-172-29-33-23.ec2.internal,1,staging,ReplicaSet,a156c51e7d02fc6d7fc563ec304daca2,700,4194304000,0,0
8724eba4086c2b124671ae6d61bd1bbf,ip-172-29-35-241.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
c0741443084502f149bb674d73fc8303,ip-172-29-35-146.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
c43a54b4b5c2da230b85eb9e264c3c92,ip-172-29-32-214.ec2.internal,4,monitoring,ReplicaSet,edf57542c0b0aaf271bf352d73c4eda4,0,0,0,0
d56e22af736127ee921238bc7870a7e9,ip-172-29-33-23.ec2.internal,1,staging,ReplicaSet,a59be5d77cab28a6fb7d03e98fb05590,100,536870912,0,0
5ed2323fabde4ec29a0ffc26530aa961,ip-172-29-34-201.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
aff0c42cfffe066021df3a162fcbaaa1,ip-172-29-43-114.ec2.internal,0,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
fb9786b092b5bfe101845aaec35d23d1,ip-172-29-32-136.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
6062e30f0975ce57e805607b4b50bebe,ip-172-29-35-83.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
c74e7e43cb3d8c71d3bc8b02b6e7413d,ip-172-29-33-23.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
fb1c444e25fd5a6da86226526b548590,ip-172-29-34-45.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,107efe67e9dfd9894980831fed339983,50,536870912,0,0
5b477a3d060eb8514104f222f017d5e0,ip-172-29-35-30.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
3ac30f63ac51b3a8f5f7b209f5b5d68d,ip-172-29-34-9.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
ee7a2620a7ead6e6b4c3f1d668460151,ip-172-29-32-56.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
34e3a6105a758b0e9f6d3f8fb47fdff1,ip-172-29-41-160.ec2.internal,2,kube-system,Node,597aa03aff14d34d4c311c1664f31eff,200,0,0,0
707c15b99522de5a3e3ba63e22770166,ip-172-29-34-162.ec2.internal,1,staging,ReplicaSet,ed40f14af007263a4fda01dacea7205c,50,3145728000,0,0
950ea7f021598dfc60564cdde01f4676,ip-172-29-32-136.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
49f4cc9ad31236c3a8887eb2900befbc,ip-172-29-33-153.ec2.internal,1,staging,ReplicaSet,f6a1c5897c03efc7ef530be1de814ee6,20,6442450944,0,0
1c7ff644bd9827b18808266f88b35b04,ip-172-29-32-207.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
cde998adeeaadb7ce33a66919a3c4a38,ip-172-29-33-221.ec2.internal,1,kube-system,DaemonSet,ea11065c99d9485fc7fe03aa1b668c20,0,0,0,0
53879bc4b3b233502ae4b50e0a649454,ip-172-29-32-56.ec2.internal,1,gaia-full-test-set8-k8s-40,ReplicaSet,57851f74f2a459bd20cd19ef7cb387c2,50,536870912,0,0
8977e7ab81dd0d84422ce93be6de5adf,ip-172-29-33-218.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
09b9eff5925f8d570512cdac6cec782a,ip-172-29-32-32.ec2.internal,1,staging,ReplicaSet,a156c51e7d02fc6d7fc563ec304daca2,700,4194304000,0,0
dafdafea32aaa654c5f1918e7872b566,ip-172-29-35-118.ec2.internal,1,monitoring,DaemonSet,1b8f17886efd6187794d337db78af4f0,0,0,0,0
b808e8eece7f6dfcf7f6045bb69a3c92,ip-172-29-34-45.ec2.internal,1,monitoring,DaemonSet,d04412633b8bee500329d7fbbc47561c,100,104857600,0,209715200
0bfb1c8e55f0354f13514bba3d4d7df5,ip-172-29-33-68.ec2.internal,1,staging,ReplicaSet,cdae7809fe140c004e046e336fd2e49f,100,1073741824,0,0
8dbc4844afa719315351d88a21710b66,ip-172-29-34-47.ec2.internal,2,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
f3b0a73a39b5bcdd27f176ae84d092df,ip-172-29-32-189.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
17397367774ba2cf9b937b744b536fd2,ip-172-29-34-112.ec2.internal,1,monitoring,DaemonSet,86cd8075b192703711163a58803ee2f7,0,0,0,0
540c744eeb8895ee2ec01a781ca0bbdc,ip-172-29-35-118.ec2.internal,1,monitoring,DaemonSet,57eb891f0731d873968a2a4e1cda50fd,20,67108864,100,134217728
2a74cdf7b9753ef3b09a560f6ed6fe72,ip-172-29-39-173.ec2.internal,2,kube-system,Node,11542e0abbcf691130bf027ff8af31e3,0,0,0,0
1e9f73ae6093f58f4d1807e28be482b4,ip-172-29-34-112.ec2.internal,1,monitoring,DaemonSet,1ac15354847d26be4cfecfb4de789729,0,0,0,0
aefabbb752063f585800d1bd54eb9040,ip-172-29-34-119.ec2.internal,1,kube-system,DaemonSet,f4928ee7ea1ab0b3ae6cae5224c5cc14,250,0,0,0
d8def4ed27a688d4ff6edb900cd6bade,ip-172-29-33-76.ec2.internal,1,monitoring,DaemonSet,bdb7d6c8c035870574be8cbb114c876c,20,67108864,100,134217728
5a3783124157e8f94ec7d5c2054a66e0,ip-172-29-32-163.ec2.internal,1,staging,ReplicaSet,bfafd37194a5e8ba3d4003b2d01f2f61,150,2684354560,0,0
